pattern;regex->SR (milliseconds);SR->NCA (milliseconds);NCA->DCA (milliseconds);NCA->DCA (milliseconds)-alg;NCA->DCA (milliseconds)-opt;|NCA|;|DCA|;|DCA|-opt;|DCA|-alg;NCA-trans;DCA-trans;DCA-trans-opt;DCA-trans-alg;Counters-NCA;Counters-DCA;Counters-DCA-alg;Timeouts-our;Our exception;Positive-errors;Positive-opt-errors;Lenght string;DCA Matcher - time (milliseconds);DCA Matcher opt - time (milliseconds);regex->NFA (milliseconds);NFA->DFA (milliseconds);DFA->min (milliseconds);|NFA|;|DFA|;|MIN|;DFA-trans;MIN-trans;Timeouts-classical;Classical exception
^.{8}.*\x00.*.{0}.*\x00.*.{0}.*\x00;0,00194;0,82546;4,81593;3,86894;3,1116;7;13;13;13;16;38;38;38;1;1;1;;;0;10;36,66666667;5,401822222;0,269011111;0,37624;0,3818;0,21115;17;15;12;21;15;;
^.{8}.*\x00.*.*\x00.*.*\x00;0,00259;0,47197;4,16126;4,00538;3,95604;7;13;13;13;16;38;38;38;1;1;1;;;0;10;39,11111111;0,702455556;0,442155556;0,37624;0,62033;0,16482;17;15;12;21;15;;
^.{8}[^\x03]*;0,00198;0,0976;1,38672;1,86942;1,38685;3;5;5;5;6;16;16;16;1;1;1;;;0;0;22,11111111;0,702911111;0,161466667;0,37624;0,21043;0,14047;10;11;9;13;9;;
^.{9}1;0,00191;0,08953;2,37061;0,69716;1,3088;2;3;3;3;3;6;6;6;1;1;1;;;0;0;15,66666667;0,173555556;0,194844444;0,37624;0,00051;0,17486;11;11;11;11;11;;
^.* [aA][uU][tT][hH][eE][nN][tT][iI][cC][aA][tT][eE] [^\x0a]{100};0,00291;3,98406;58,92069;22,11636;66,62282;16;56;56;56;18;292;292;292;1;1;1;;;0;0;121,2222222;30,18826667;8,008;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^[aA][uU][tT][hH][iI][nN][fF][oO] [uU][sS][eE][rR] [^\x0a]{500};0,00231;3,82048;6,16905;3,2501;8,75769;16;17;17;17;17;20;20;20;1;1;1;;;0;0;519,8888889;174,3330111;62,34431111;0,37624;0,00045;5,73328;515;515;515;515;515;;
^.*[aA][uU][tT][hH][oO][rR][iI][zZ][aA][tT][iI][oO][nN]: [bB][aA][sS][iI][cC] [^\x0A]{512};0,00256;14,20683;144,76141;43,20576;155,52728;23;84;84;84;25;450;450;450;1;1;1;;;0;0;544,5555556;134,1080111;79,38117778;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[aA][uU][tT][hH][oO][rR][iI][zZ][aA][tT][iI][oO][nN]\x3A [bB][aA][sS][iI][cC] [^\x0A]{512};0,00245;7,85749;92,82038;31,0762;116,05902;23;84;84;84;25;450;450;450;1;1;1;;;0;0;541,3333333;129,8291333;82,7324;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[aA][uU][tT][hH][^\x0a]{50};0,00016;1,04237;5,94419;4,91912;7,34434;6;16;16;16;8;76;76;76;1;1;1;;;0;0;64,11111111;6,891033333;1,245111111;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.* BODY\[[^\]]{1024};0,00012;0,49086;13,99832;6,11219;12,97411;8;24;24;24;10;120;120;120;1;1;1;;;0;0;1040,666667;198,9261556;112,6888;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.* BODY\.PEEK\[[^\]]{1024};0,00055;3,05719;62,90962;24,01725;78,3914;13;44;44;44;15;230;230;230;1;1;1;;;0;0;1046,333333;285,3436111;96,08478889;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[cC][aA][pP][aA][^\x0a]{10};0,00028;0,87546;9,00267;7,22875;8,80714;6;16;16;16;8;76;76;76;1;1;1;;;0;0;26,11111111;0,6817;0,383188889;0,37624;13,18405;27,42613;16;191;15;594;22;;
^.*[cC][eE][lL] [^\x0a]{100};0,00037;0,65941;15,85998;8,16089;16,67763;6;16;16;16;8;76;76;76;1;1;1;;;0;0;116,2222222;13,95757778;8,235466667;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.* [cC][hH][oO][wW][nN] [^\x0a]{100};0,00037;2,70121;24,57465;15,76544;32,93283;9;28;28;28;11;138;138;138;1;1;1;;;0;0;117,7777778;11,95932222;8,166666667;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[cC][mM][dD] [^\x0a]{100};0,0002;0,34018;6,48569;6,39013;7,46816;6;16;16;16;8;76;76;76;1;1;1;;;0;0;115,7777778;44,63438889;9,228544444;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[cC][oO][nN][tT][eE][nN][tT]-[tT][yY][pP][eE]\x3A[^\x0A]{50};0,00024;2,19153;44,84457;20,05528;42,14821;15;52;52;52;17;274;274;274;1;1;1;;;0;0;71,88888889;18,42873333;8,654055556;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.* [cC][pP][wW][dD] [^\x0a]{100};0,0002;0,42801;9,81235;5,88262;13,45719;8;24;24;24;10;116;116;116;1;1;1;;;0;0;116,2222222;23,83753333;4,089477778;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[cC][wW][dD] [^\x0a]{100};0,0002;0,30155;7,41329;3,51925;7,30184;6;16;16;16;8;76;76;76;1;1;1;;;0;0;114,3333333;14,39537778;4,002188889;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*Content-Transfer-Encoding:[^\x0a]{100};0,00025;14,7011;150,91622;37,36852;152,15212;28;104;104;104;30;560;560;560;1;1;1;;;0;0;134,8888889;51,29438889;6,885633333;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*Content-Type:[^\x0A]{50};0,00237;3,76437;44,0341;16,43019;47,86227;15;52;52;52;17;274;274;274;1;1;1;;;0;0;71,55555556;7,239222222;7,739944444;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^Cookie: [^\=]{1,}\=\/[^\x0D\x0A]{2,}\x0D\x0A\x0D\x0A;0,00193;3,84804;2,96158;1,07084;3,44909;17;18;18;18;21;25;25;25;1;1;1;;;0;0;33,88888889;2,113166667;1,3463;0,37624;0,27908;3,47456;20;18;18;20;20;;
^.* CREATE [^\x0a]{1024};0,00159;1,11179;10,18293;7,66302;13,92419;10;32;32;32;12;160;160;160;1;1;1;;;0;0;1044,111111;147,3744556;72,92168889;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[dD][eE][lL][eE][^\x0a]{10};0,00155;0,20531;3,26499;2,94092;5,5746;6;16;16;16;8;76;76;76;1;1;1;;;0;0;24,44444444;2,306733333;0,977177778;0,37624;67,8751;6835,6253;16;191;15;594;22;1;The function has taken longer than the maximum time allowed.
^.*[dD][eE][lL][eE] [^\x0a]{100};0,00165;0,64094;7,28123;3,59513;6,50187;7;20;20;20;9;98;98;98;1;1;1;;;0;0;115,4444444;11,53334444;6,389355556;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[eE][xX][tT][eE][nN][dD][eE][dD] [mM][oO][dD][uU][lL][eE]\x3A[^\x1A]{21};0,0032;2,03381;39,73111;25,54338;39,46496;18;64;64;64;20;340;340;340;1;1;1;;;0;0;46,66666667;9,280066667;3,044633333;0,37624;9987,2333;199,5382;39;595;58;2612;130;1;The function has taken longer than the maximum time allowed.
^ETRN [^\x0A]{500};0,00135;0,17656;1,07606;0,6848;1,11001;7;8;8;8;8;11;11;11;1;1;1;;;0;0;508,8888889;31,62362222;17,38888889;0,37624;0,0002;5821,73175;506;506;506;506;506;1;The function has taken longer than the maximum time allowed.
^.* [fF][iI][nN][dD] [^\x0a]{1024};0,0016;0,35492;6,47691;4,53164;9,13321;8;24;24;24;10;116;116;116;1;1;1;;;0;0;1038,777778;81,00303333;45,42112222;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*FOLD [^\x0A]{256};0,00203;0,3301;6,35809;4,29419;6,8114;7;20;20;20;9;98;98;98;1;1;1;;;0;0;269,4444444;15,69828889;11,47238889;0,37624;;;;;;;;1;The function has taken longer than the maximum time allowed.
^HELO [^\x0a]{500};0,00155;0,17364;0,84123;0,47887;1,37776;7;8;8;8;8;11;11;11;1;1;1;;;0;0;510,5555556;31,716;20,57657778;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*HTTP\/[^\x0A]{5};0,0017;0,31354;4,83538;5,48853;7,79113;7;20;20;20;9;98;98;98;1;1;1;;;0;0;19;1,972111111;0,320777778;1000,74555;605,87892;572,37512;12;41;11;129;20;;
^.* [lL][iI][sS][tT] [^\x0a]{100};0,00217;0,43007;8,27901;5,03696;9,11921;8;24;24;24;10;116;116;116;1;1;1;;;0;0;115,5555556;6,451877778;3,340177778;164,1027;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[lL][iI][sS][tT][^\x0a]{50};0,0017;0,23471;4,87116;3,55115;6,15006;6;16;16;16;8;76;76;76;1;1;1;;;0;0;62;7,262844444;2,1308;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.* LOGIN [^\x0a]{100};0,00164;0,46287;8,30649;5,27072;11,91517;9;28;28;28;11;138;138;138;1;1;1;;;0;0;115,4444444;7,369377778;6,196433333;60,4244;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.* LSUB [^\x0a]{100};0,00211;0,80178;7,46469;5,62976;7,82405;8;24;24;24;10;116;116;116;1;1;1;;;0;0;117,4444444;4,994133333;5,885622222;0,1833;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.*[mM][kK][dD] [^\x0a]{100};0,00175;0,69305;4,25503;3,54211;4,9125;6;16;16;16;8;76;76;76;1;1;1;;;0;0;113,2222222;5,963155556;4,093377778;9,0816;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*200[\x20\x09\x0b][^\n]{64};0,0018;0,15391;1,69047;0,46081;1,23812;6;7;7;7;8;11;11;11;1;1;1;;;0;0;81,33333333;6,867088889;2,497055556;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[aAlLlLoO][\x20\x09\x0b][^\n]{100};0,00231;0,14457;0,7755;0,5683;1,77117;4;5;5;5;6;9;9;9;1;1;1;;;0;0;110,8888889;5,128755556;3,445577778;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[aA][pP][oO][pP][\x20\x09\x0b][^\n]{256};0,00136;0,17664;0,71506;0,6615;1,45397;7;8;8;8;9;12;12;12;1;1;1;;;0;0;271,4444444;23,35115556;23,15153333;0,8691;4,7444;15433,6359;263;262;262;263;263;1;The function has taken longer than the maximum time allowed.
^\n*[aA][pP][oO][pP][\x20\x09\x0b]+[uU][sS][eE][rR][\x20\x09\x0b][^\n]{2,56};0,00155;1,56827;1,60347;0,6136;1,85796;12;13;13;13;15;18;18;18;1;1;1;;;0;0;27,33333333;1,2631;1,581466667;20304,394;7,3443;0,3932;70;68;13;124;15;1;The function has taken longer than the maximum time allowed.
^\n*[aA][pP][pP][eE][\x20\x09\x0b][^\n]{100};0,00199;1,34553;0,99791;0,5815;1,60793;7;8;8;8;9;12;12;12;1;1;1;;;0;0;114,3333333;6,685922222;7,999488889;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[aA][uU][tT][hH][iI][nN][fF][oO][\x20\x09\x0b]+[uU][sS][eE][rR][\x20\x09\x0b][^\n]{200};0,00179;1,65812;2,42849;0,78495;4,01622;16;17;17;17;19;22;22;22;1;1;1;;;0;0;228,7777778;27,87206667;8,030688889;0,592;20470,1439;1,3547;217;215;215;217;217;1;The function has taken longer than the maximum time allowed.
^\n*[aA][uU][tT][hH][\x20\x09\x0b][^\n]{100};0,00175;0,8798;1,15942;0,67856;1,15439;7;8;8;8;9;12;12;12;1;1;1;;;0;0;112,4444444;5,845833333;5,820033333;531,84795;560,38514;11,06107;107;106;106;107;107;;
^\n*[aA][uU][tT][hH][\x20\x09\x0b][^\n]{50};0,00221;0,28476;1,6152;0,71318;1,99729;7;8;8;8;9;12;12;12;1;1;1;;;0;0;65,88888889;2,789677778;1,315677778;27,57388;51,13614;1,61689;57;56;56;57;57;;
^\n*[cC][aA][pP][aA][\x20\x09\x0b][^\n]{10};0,00175;0,21656;1,00439;0,50172;1,12873;7;8;8;8;9;12;12;12;1;1;1;;;0;0;25,33333333;1,732677778;0,732722222;158,5465;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[cC][hH][eE][cC][kK][gG][rR][oO][uU][pP][sS]\x3a[^\n]{21};0,00218;0,99371;2,95552;0,83912;3,80169;14;15;15;15;16;19;19;19;1;1;1;;;0;0;42;1,666144444;0,935777778;5,08314;36,70805;73,997;35;34;34;35;35;;
^\n*COPY[^s]{432};0,00203;0,22306;1,27691;0,60452;1,98806;6;7;7;7;8;11;11;11;1;1;1;;;0;0;447,2222222;28,59637778;13,98035556;694,90284;1877,4474;1968,91205;438;437;437;438;438;;
^\n*[dD][eE][lL][eE][\x20\x09\x0b][^\n]{10};0,00175;0,19785;0,98636;0,4912;1,78171;7;8;8;8;9;12;12;12;1;1;1;;;0;0;25,22222222;0,974688889;1,777222222;10,26332;545,96134;1,94684;17;16;16;17;17;;
^\n*DELETE[^s]{432};0,0017;0,46596;1,01327;0,81543;1,44139;8;9;9;9;10;13;13;13;1;1;1;;;0;0;448,5555556;35,84507778;12,05621111;16,5421;17209,7022;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[eE][tT][rR][nN]][\x20\x09\x0b][^\n]{500};0,00262;0,56332;2,61771;1,58964;2,13528;8;9;9;9;10;13;13;13;1;1;1;;;0;0;518,4444444;34,14245556;13,80444444;39,7596;11247,0308;40,7463;508;507;507;508;508;1;The function has taken longer than the maximum time allowed.
^\n*[eE][xX][pP][nN][^\n]{255,};0,00301;0,97217;2,97127;1,50726;3,05077;7;8;8;8;11;15;15;15;1;1;1;;;0;0;271;11,9288;11,59234444;2603,273971;2159,873743;754,7867714;262;262;260;265;261;1;The function has taken longer than the maximum time allowed.
^\n*[fF][iI][lL][eE]\x3a\x2f\x2f[^\n]{400};0,00237;0,50099;1,61139;1,10835;2,52222;9;10;10;10;11;14;14;14;1;1;1;;;0;0;417;44,25122222;25,79234444;34823,7557;72,2897;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[fF][oO][lL][dD][\x20\x09\x0b][^\n]{256};0,00259;0,38122;1,94793;1,03707;2,29851;7;8;8;8;9;12;12;12;1;1;1;;;0;0;271,7777778;12,50355556;6,821155556;13654,5064;97,7633;1,0776;263;262;262;263;263;1;The function has taken longer than the maximum time allowed.
^\n*GET[^s]{432};0,00214;0,65581;1,65402;0,78075;1,44968;5;6;6;6;7;10;10;10;1;1;1;;;0;0;445,5555556;11,38373333;10,47644444;826,4411;697,8906111;1811,446822;437;436;436;437;437;1;The function has taken longer than the maximum time allowed.
^\n*HEAD[^s]{432};0,0024;0,50818;1,57471;0,72249;2,25046;6;7;7;7;8;11;11;11;1;1;1;;;0;0;448;16,01225556;8,939244444;104,37418;24,94489;26,43959;438;437;437;438;438;;
^\n*[hH][eE][lL][oO][\x20\x09\x0b][^\n]{500};0,00292;0,40432;2,04258;0,91906;3,35705;7;8;8;8;9;12;12;12;1;1;1;;;0;0;518,7777778;16,02547778;10,76455556;9,88157;121,29695;127,17562;507;506;506;507;507;;
^\n*[hH][eE][lL][pP][\x20\x09\x0b][^\n]{500};0,00244;0,29679;1,95218;0,71282;1,84068;7;8;8;8;9;12;12;12;1;1;1;;;0;0;514,1111111;16,33898889;8,892033333;116,31566;120,92375;275,23611;507;506;506;507;507;;
^\n*[hH][tT]{2}[pP]\x3a\x2f\x2f[^\n]{400};0,00259;0,54096;3,15882;1,21955;2,83879;7;8;8;8;10;13;12;13;2;2;2;;;0;10;418;24,08567778;6,753022222;34,03666667;267,6900333;57,94792;409;408;408;409;409;1;The function has taken longer than the maximum time allowed.
^\n*[iI][hH][aA][vV][eE]\x3a[^\n]{21};0,00174;0,43171;1,64348;0,84881;3,26169;8;9;9;9;10;13;13;13;1;1;1;;;0;0;40,77777778;1,799077778;0,691666667;47,5294;61651,2693;;29;28;28;29;29;1;The function has taken longer than the maximum time allowed.
^\n*[lL][iI][sS][tT][\x20\x09\x0b][^\n]{10};0,00217;0,40787;1,687;0,67324;3,79165;7;8;8;8;9;12;12;12;1;1;1;;;0;0;24,55555556;0,551633333;0,269133333;22166,1763;15,1597;5,987666667;17;16;16;17;17;1;The function has taken longer than the maximum time allowed.
^\n*[lL][oO][cC][aA][tT][iI][oO][nN]\x3a[^\n]{128};0,00189;0,47089;1,4643;0,83137;2,21376;11;12;12;12;13;16;16;16;1;1;1;;;0;0;146,5555556;5,328733333;2,350822222;20534,1947;233,2737667;9,8274;139;138;138;139;139;1;The function has taken longer than the maximum time allowed.
^\n*LOCK[^s]{432};0,0018;0,17672;1,22764;0,50389;1,2488;6;7;7;7;8;11;11;11;1;1;1;;;0;0;448,1111111;13,66393333;9,243144444;14,3201;5,1699;73460,0369;438;437;437;438;438;1;The function has taken longer than the maximum time allowed.
^\n*MKCOL[^s]{432};0,0016;0,27949;1,21106;0,64067;2,10196;7;8;8;8;9;12;12;12;1;1;1;;;0;0;447,6666667;16,17415556;9,201322222;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[mM][aA][iI][lL] [fF][rR][oO][mM]:[\x20\x09\x0b]+[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{200,}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200};0,00212;3,76235;6,15197;1,66966;7,7495;17;20;20;20;25;35;32;34;3;3;3;;;0;6;233,6666667;14,73936667;8,934422222;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[mM][dD][tT][mM][\x20\x09\x0b][^\n]{100};0,00188;0,48905;1,02834;0,54577;1,69852;7;8;8;8;9;12;12;12;1;1;1;;;0;0;115,5555556;3,483344444;1,694577778;131,4648;99298,528;75,6803;108;205;106;406;207;1;The function has taken longer than the maximum time allowed.
^\n*MOVE[^s]{432};0,0017;0,16733;0,86086;0,65777;1,3067;6;7;7;7;8;11;11;11;1;1;1;;;0;0;446,8888889;16,20002222;7,592211111;86,4349;106769,4851;54,9694;438;437;437;438;438;1;The function has taken longer than the maximum time allowed.
^([nN][aA][mM][eE]|[iI][dD]|[nN][uU][mM][bB][eE][rR]|[tT][oO][tT][aA][lL]|[bB][oO][uU][nN][dD][aA][rR][yY])=[\x20\x09\x0b]*[^\r\n\x3b\s\x2c]{300};0,00198;1,98613;3,51386;1,06725;4,761;25;25;25;25;31;33;32;33;1;1;1;;;0;7;317,5555556;38,05315556;2,971877778;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^[nN][aA][mM][eE]=s*[^\r\n\x3b\x20\x09\x0b\x2c]{300};0,00175;0,62492;2,06792;1,21895;3,2606;8;11;11;11;10;21;21;21;1;1;1;;;0;0;315,8888889;12,18438889;6,607277778;;;;;;;;;1;The function has taken longer than the maximum time allowed.
^.* [nN][eE][wW][eE][rR] [^\x0a]{100};0,00178;0,55935;9,79886;5,93578;13,18073;9;28;28;28;11;138;138;138;1;1;1;;;0;0;119,5555556;6,881844444;3,0911;64,5973;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[nN][eE][wW][gG][rR][oO][uU][pP]\x3a[^\n]{21};0,00203;0,71894;1,79402;0,7425;2,41571;11;12;12;12;13;16;16;16;1;1;1;;;0;0;40,44444444;1,148066667;0,551588889;29812,5309;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*POST[^s]{432};0,00155;0,1803;1,02558;0,47046;1,33288;6;7;7;7;8;11;11;11;1;1;1;;;0;0;447,3333333;17,43918889;10,59837778;20,5373;20,3741;78222,0158;438;437;437;438;438;1;The function has taken longer than the maximum time allowed.
^\n*[pP][aA][sS][sS][\x20\x09\x0b][^\n]{50};0,0015;0,20382;0,8114;0,53219;2,16154;7;8;8;8;9;12;12;12;1;1;1;;;0;0;66;2,1356;1,911822222;31,4342;47,48;44999,9398;57;56;56;57;57;1;The function has taken longer than the maximum time allowed.
^\n*[pP][rR][iI][vV][mM][sS][gG][\x20\x09\x0b]+[nN][iI][cC][kK][sS][eE][rR][vV][\x20\x09\x0b]+[iI][dD][eE][nN][tT][iI][fF][yY][\x20\x09\x0b][^\n]{100};0,00231;8,23623;3,19493;1,23015;4,54483;28;29;29;29;32;35;35;35;1;1;1;;;0;0;145,2222222;8,189833333;3,213344444;41315,797;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*PUT[^s]{432};0,00227;0,22738;1,18519;0,67065;1,72317;5;6;6;6;7;10;10;10;1;1;1;;;0;0;443,6666667;14,74233333;8,528555556;51540,9511;168,7006;53,93;437;436;436;437;437;1;The function has taken longer than the maximum time allowed.
^\n*[rR][cC][pP][tT] [tT][oO][\x20\x09\x0b][^\n]{300};0,00217;0,48821;1,86765;0,77846;2,32804;10;11;11;11;12;15;15;15;1;1;1;;;0;0;317,1111111;15,36403333;7,6238;50264,0288;73,0832;53,0698;310;309;309;310;310;1;The function has taken longer than the maximum time allowed.
^\n*[rR][cC][pP][tT] [tT][oO]\x3a[\x20\x09\x0b]+[a-zA-Z0-9\x5f\x20\x09\x0b\x40\.]{0,200}\x3b[a-zA-Z0-9\x5f\x20\x09\x0b=x40\.]{200,}\x3b[a-zA-Z0-9\x5f\x20\x09\x0b\x40\.]{0,200};0,00208;1,77;6,77856;1,69979;8,47325;15;18;18;18;23;33;30;32;3;3;3;;;0;10;239,7777778;14,452;10,5911;86995,3796;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[rR][mM][gG][rR][oO][uU][pP]\x3a[^\n]{21};0,00175;0,36627;1,68007;0,56966;1,85818;10;11;11;11;12;15;15;15;1;1;1;;;0;0;40,33333333;1,814644444;1,033411111;57554,4987;105,1515;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[rR][sS][eE][tT][\x20\x09\x0b][^\n]{10};0,00189;1,36867;1,17444;0,6135;1,89866;7;8;8;8;9;12;12;12;1;1;1;;;0;0;25,22222222;0,3517;1,220866667;41347,72137;5,1439;20,7768;17;16;16;17;17;1;The function has taken longer than the maximum time allowed.
^\n*[sS][aA][mM][lL] [fF][rR][oO][mM]:[\x20\x09\x0b]+[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{200,}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200};0,00199;2,98033;4,81971;1,86293;6,19019;17;20;20;20;25;35;32;34;3;3;3;;;0;7;237,2222222;16,14833333;10,94887778;5,2109;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[sS][eE][nN][dD] [fF][rR][oO][mM]:[\x20\x09\x0b]+[a-zA-Z0-9\x5f\x20\x09\x0b@\.]{0,200}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{200,}\x3b[a-zA-Z0-9_\x20\x09\x0b@\.]{0,200};0,00213;4,14828;7,6153;2,65669;8,09576;17;20;20;20;25;35;32;34;3;3;3;;;0;9;237,7777778;44,48652222;25,7687;60,2312;;;;;;;;1;The function has taken longer than the maximum time allowed.
^\n*[sS][eE][nN][dD][mM][eE]\x3a[^\n]{21};0,00204;0,40573;1,81433;0,67943;1,75423;9;10;10;10;11;14;14;14;1;1;1;;;0;0;40;1,850055556;1,7089;;;;;;;;;1;The function has taken longer than the maximum time allowed.
